date,product,category,price,discount,quantity_sold,profit,profit_margin,event
2023-03-03,Noctua NH-D15,Air Cooler,84.3,3%,1350,28761.11,0.3,No Promo
2023-03-03,Dark Rock Pro 4,Air Cooler,76.89,0%,1173,22637.63,0.28,No Promo
2023-03-03,Corsair H100i,Liquid AIO Cooler,125.16,0%,981,39892.76,0.35,No Promo
2023-03-03,NZXT Kraken X63,Liquid AIO Cooler,133.17,1%,901,35478.02,0.33,No Promo
2023-03-03,EKWB EK-KIT P240,Custom Liquid Cooler,231.9,1%,662,58191.26,0.4,No Promo
2023-03-03,Thermaltake Pacific CL360,Custom Liquid Cooler,286.34,1%,1041,116950.59,0.42,No Promo
2023-03-04,Noctua NH-D15,Air Cooler,84.94,2%,1312,28797.98,0.3,No Promo
2023-03-04,Dark Rock Pro 4,Air Cooler,75.25,2%,1210,21363.24,0.28,No Promo
2023-03-04,Corsair H100i,Liquid AIO Cooler,123.8,2%,1019,40051.9,0.35,No Promo
2023-03-04,NZXT Kraken X63,Liquid AIO Cooler,134.26,2%,901,36459.25,0.33,No Promo
2023-03-04,EKWB EK-KIT P240,Custom Liquid Cooler,229.15,1%,659,56114.55,0.4,No Promo
2023-03-04,Thermaltake Pacific CL360,Custom Liquid Cooler,288.87,1%,1034,118780.89,0.42,No Promo
2023-03-05,Noctua NH-D15,Air Cooler,87.53,0%,1292,31700.16,0.3,No Promo
2023-03-05,Dark Rock Pro 4,Air Cooler,75.57,2%,1227,22063.15,0.28,No Promo
2023-03-05,Corsair H100i,Liquid AIO Cooler,124.39,1%,1001,39937.92,0.35,No Promo
2023-03-05,NZXT Kraken X63,Liquid AIO Cooler,136.7,0%,868,37239.63,0.33,No Promo
2023-03-05,EKWB EK-KIT P240,Custom Liquid Cooler,234.4,0%,647,58489.57,0.4,No Promo
2023-03-05,Thermaltake Pacific CL360,Custom Liquid Cooler,290.5,0%,1059,123380.57,0.42,No Promo
2023-03-06,Noctua NH-D15,Air Cooler,86.5,0%,1292,30368.1,0.3,No Promo
2023-03-06,Dark Rock Pro 4,Air Cooler,75.33,2%,1229,21797.63,0.28,No Promo
2023-03-06,Corsair H100i,Liquid AIO Cooler,122.86,2%,1013,38867.8,0.35,No Promo
2023-03-06,NZXT Kraken X63,Liquid AIO Cooler,134.29,1%,912,36932.64,0.33,No Promo
2023-03-06,EKWB EK-KIT P240,Custom Liquid Cooler,225.29,3%,667,54224.14,0.4,No Promo
2023-03-06,Thermaltake Pacific CL360,Custom Liquid Cooler,280.05,3%,1086,115179.37,0.42,No Promo
2023-03-07,Noctua NH-D15,Air Cooler,85.1,3%,1322,29221.39,0.3,No Promo
2023-03-07,Dark Rock Pro 4,Air Cooler,77.96,0%,1207,24584.53,0.28,No Promo
2023-03-07,Corsair H100i,Liquid AIO Cooler,126.22,0%,971,40511.73,0.35,No Promo
2023-03-07,NZXT Kraken X63,Liquid AIO Cooler,134.62,1%,909,37107.76,0.33,No Promo
2023-03-07,EKWB EK-KIT P240,Custom Liquid Cooler,231.52,1%,658,57592.17,0.4,No Promo
2023-03-07,Thermaltake Pacific CL360,Custom Liquid Cooler,286.81,2%,1083,122184.88,0.42,No Promo
2023-03-08,Noctua NH-D15,Air Cooler,83.91,3%,1347,28170.39,0.3,No Promo
2023-03-08,Dark Rock Pro 4,Air Cooler,77.07,1%,1175,22879.9,0.28,No Promo
2023-03-08,Corsair H100i,Liquid AIO Cooler,123.16,2%,1032,39907.85,0.35,No Promo
2023-03-08,NZXT Kraken X63,Liquid AIO Cooler,132.11,2%,904,34637.97,0.33,No Promo
2023-03-08,EKWB EK-KIT P240,Custom Liquid Cooler,232.47,1%,673,59544.91,0.4,No Promo
2023-03-08,Thermaltake Pacific CL360,Custom Liquid Cooler,290.88,0%,1049,122616.87,0.42,No Promo
2023-03-09,Noctua NH-D15,Air Cooler,84.42,3%,1342,28756.32,0.3,No Promo
2023-03-09,Dark Rock Pro 4,Air Cooler,77.05,0%,1196,23273.65,0.28,No Promo
2023-03-09,Corsair H100i,Liquid AIO Cooler,122.95,3%,1031,39653.05,0.35,No Promo
2023-03-09,NZXT Kraken X63,Liquid AIO Cooler,132.55,3%,913,35382.75,0.33,No Promo
2023-03-09,EKWB EK-KIT P240,Custom Liquid Cooler,232.46,0%,643,56883.83,0.4,No Promo
2023-03-09,Thermaltake Pacific CL360,Custom Liquid Cooler,280.2,3%,1102,117033.66,0.42,No Promo
2023-03-10,Noctua NH-D15,Air Cooler,84.81,2%,1317,28735.09,0.3,No Promo
2023-03-10,Dark Rock Pro 4,Air Cooler,77.22,1%,1192,23395.0,0.28,No Promo
2023-03-10,Corsair H100i,Liquid AIO Cooler,124.25,2%,1019,40510.07,0.35,No Promo
2023-03-10,NZXT Kraken X63,Liquid AIO Cooler,131.59,3%,922,34844.88,0.33,No Promo
2023-03-10,EKWB EK-KIT P240,Custom Liquid Cooler,223.85,3%,676,53982.19,0.4,No Promo
2023-03-10,Thermaltake Pacific CL360,Custom Liquid Cooler,283.72,3%,1090,119598.87,0.42,No Promo
2023-03-11,Noctua NH-D15,Air Cooler,87.17,0%,1300,31425.11,0.3,No Promo
2023-03-11,Dark Rock Pro 4,Air Cooler,75.99,2%,1190,21897.99,0.28,No Promo
2023-03-11,Corsair H100i,Liquid AIO Cooler,121.3,3%,1024,37692.84,0.35,No Promo
2023-03-11,NZXT Kraken X63,Liquid AIO Cooler,130.6,3%,920,33866.1,0.33,No Promo
2023-03-11,EKWB EK-KIT P240,Custom Liquid Cooler,227.43,2%,675,56316.32,0.4,No Promo
2023-03-11,Thermaltake Pacific CL360,Custom Liquid Cooler,281.83,3%,1086,117107.9,0.42,No Promo
2023-03-12,Noctua NH-D15,Air Cooler,84.74,3%,1317,28639.09,0.3,No Promo
2023-03-12,Dark Rock Pro 4,Air Cooler,75.37,2%,1227,21807.68,0.28,No Promo
2023-03-12,Corsair H100i,Liquid AIO Cooler,123.23,3%,1046,40518.73,0.35,No Promo
2023-03-12,NZXT Kraken X63,Liquid AIO Cooler,133.05,1%,887,34823.3,0.33,No Promo
2023-03-12,EKWB EK-KIT P240,Custom Liquid Cooler,231.29,1%,660,57615.9,0.4,No Promo
2023-03-12,Thermaltake Pacific CL360,Custom Liquid Cooler,283.64,3%,1086,119077.32,0.42,No Promo
2023-03-13,Noctua NH-D15,Air Cooler,86.99,0%,1310,31429.6,0.3,No Promo
2023-03-13,Dark Rock Pro 4,Air Cooler,75.01,3%,1223,21300.31,0.28,No Promo
2023-03-13,Corsair H100i,Liquid AIO Cooler,124.56,2%,1026,41107.57,0.35,No Promo
2023-03-13,NZXT Kraken X63,Liquid AIO Cooler,130.57,3%,911,33501.18,0.33,No Promo
2023-03-13,EKWB EK-KIT P240,Custom Liquid Cooler,229.09,1%,668,56841.51,0.4,No Promo
2023-03-13,Thermaltake Pacific CL360,Custom Liquid Cooler,286.44,1%,1040,116946.63,0.42,No Promo
2023-03-14,Noctua NH-D15,Air Cooler,86.67,0%,1294,30636.27,0.3,No Promo
2023-03-14,Dark Rock Pro 4,Air Cooler,76.8,0%,1169,22449.68,0.28,No Promo
2023-03-14,Corsair H100i,Liquid AIO Cooler,123.96,2%,999,39427.71,0.35,No Promo
2023-03-14,NZXT Kraken X63,Liquid AIO Cooler,136.51,0%,889,37971.71,0.33,No Promo
2023-03-14,EKWB EK-KIT P240,Custom Liquid Cooler,228.67,2%,674,57070.85,0.4,No Promo
2023-03-14,Thermaltake Pacific CL360,Custom Liquid Cooler,285.47,1%,1060,118162.73,0.42,No Promo
2023-03-15,Noctua NH-D15,Air Cooler,87.01,0%,1284,30839.02,0.3,No Promo
2023-03-15,Dark Rock Pro 4,Air Cooler,76.61,2%,1197,22761.21,0.28,No Promo
2023-03-15,Corsair H100i,Liquid AIO Cooler,121.83,3%,1020,38083.44,0.35,No Promo
2023-03-15,NZXT Kraken X63,Liquid AIO Cooler,131.72,2%,915,34703.1,0.33,No Promo
2023-03-15,EKWB EK-KIT P240,Custom Liquid Cooler,229.82,2%,663,56901.56,0.4,No Promo
2023-03-15,Thermaltake Pacific CL360,Custom Liquid Cooler,285.03,1%,1063,118035.86,0.42,No Promo
2023-03-16,Noctua NH-D15,Air Cooler,85.39,3%,1306,29252.49,0.3,No Promo
2023-03-16,Dark Rock Pro 4,Air Cooler,76.01,2%,1191,21930.11,0.28,No Promo
2023-03-16,Corsair H100i,Liquid AIO Cooler,126.33,0%,976,40835.54,0.35,No Promo
2023-03-16,NZXT Kraken X63,Liquid AIO Cooler,130.51,3%,908,33339.29,0.33,No Promo
2023-03-16,EKWB EK-KIT P240,Custom Liquid Cooler,229.39,2%,669,57129.91,0.4,No Promo
2023-03-16,Thermaltake Pacific CL360,Custom Liquid Cooler,286.54,2%,1058,119075.75,0.42,No Promo
2023-03-17,Noctua NH-D15,Air Cooler,85.43,2%,1317,29553.46,0.3,No Promo
2023-03-17,Dark Rock Pro 4,Air Cooler,78.09,0%,1171,23996.39,0.28,No Promo
2023-03-17,Corsair H100i,Liquid AIO Cooler,125.49,1%,1010,41411.02,0.35,No Promo
2023-03-17,NZXT Kraken X63,Liquid AIO Cooler,133.49,1%,882,35014.84,0.33,No Promo
2023-03-17,EKWB EK-KIT P240,Custom Liquid Cooler,229.86,1%,661,56756.16,0.4,No Promo
2023-03-17,Thermaltake Pacific CL360,Custom Liquid Cooler,287.43,1%,1076,122060.17,0.42,No Promo
2023-03-18,Noctua NH-D15,Air Cooler,87.07,0%,1263,30412.67,0.3,No Promo
2023-03-18,Dark Rock Pro 4,Air Cooler,75.59,2%,1223,22005.18,0.28,No Promo
2023-03-18,Corsair H100i,Liquid AIO Cooler,124.82,0%,976,39361.75,0.35,No Promo
2023-03-18,NZXT Kraken X63,Liquid AIO Cooler,131.7,3%,919,34840.07,0.33,No Promo
2023-03-18,EKWB EK-KIT P240,Custom Liquid Cooler,225.89,3%,673,55118.14,0.4,No Promo
2023-03-18,Thermaltake Pacific CL360,Custom Liquid Cooler,287.82,0%,1052,119741.4,0.42,No Promo
2023-03-19,Noctua NH-D15,Air Cooler,85.39,2%,1304,29201.71,0.3,No Promo
2023-03-19,Dark Rock Pro 4,Air Cooler,75.7,2%,1225,22175.67,0.28,No Promo
2023-03-19,Corsair H100i,Liquid AIO Cooler,124.21,1%,1007,39994.74,0.35,No Promo
2023-03-19,NZXT Kraken X63,Liquid AIO Cooler,130.95,3%,917,34071.13,0.33,No Promo
2023-03-19,EKWB EK-KIT P240,Custom Liquid Cooler,228.17,2%,670,56396.97,0.4,No Promo
2023-03-19,Thermaltake Pacific CL360,Custom Liquid Cooler,281.32,3%,1096,117627.53,0.42,No Promo
2023-03-20,Noctua NH-D15,Air Cooler,86.46,0%,1278,29996.87,0.3,No Promo
2023-03-20,Dark Rock Pro 4,Air Cooler,74.63,3%,1207,20563.5,0.28,No Promo
2023-03-20,Corsair H100i,Liquid AIO Cooler,121.71,3%,1042,38774.71,0.35,No Promo
2023-03-20,NZXT Kraken X63,Liquid AIO Cooler,131.74,3%,925,35104.52,0.33,No Promo
2023-03-20,EKWB EK-KIT P240,Custom Liquid Cooler,228.35,2%,660,55672.41,0.4,No Promo
2023-03-20,Thermaltake Pacific CL360,Custom Liquid Cooler,285.05,1%,1036,115057.67,0.42,No Promo
2023-03-21,Noctua NH-D15,Air Cooler,84.9,2%,1334,29224.26,0.3,No Promo
2023-03-21,Dark Rock Pro 4,Air Cooler,76.95,0%,1167,22586.13,0.28,No Promo
2023-03-21,Corsair H100i,Liquid AIO Cooler,126.94,0%,1001,42484.63,0.35,No Promo
2023-03-21,NZXT Kraken X63,Liquid AIO Cooler,134.93,0%,870,35786.47,0.33,No Promo
2023-03-21,EKWB EK-KIT P240,Custom Liquid Cooler,227.88,2%,669,56121.65,0.4,No Promo
2023-03-21,Thermaltake Pacific CL360,Custom Liquid Cooler,281.67,3%,1100,118441.9,0.42,No Promo
2023-03-22,Noctua NH-D15,Air Cooler,85.23,3%,1340,29799.71,0.3,No Promo
2023-03-22,Dark Rock Pro 4,Air Cooler,75.49,3%,1238,22160.62,0.28,No Promo
2023-03-22,Corsair H100i,Liquid AIO Cooler,123.66,2%,1008,39479.54,0.35,No Promo
2023-03-22,NZXT Kraken X63,Liquid AIO Cooler,132.61,3%,904,35093.88,0.33,No Promo
2023-03-22,EKWB EK-KIT P240,Custom Liquid Cooler,225.85,2%,675,55255.96,0.4,No Promo
2023-03-22,Thermaltake Pacific CL360,Custom Liquid Cooler,284.35,2%,1052,116093.48,0.42,No Promo
2023-03-23,Noctua NH-D15,Air Cooler,85.48,1%,1300,29228.67,0.3,No Promo
2023-03-23,Dark Rock Pro 4,Air Cooler,74.91,3%,1221,21138.27,0.28,No Promo
2023-03-23,Corsair H100i,Liquid AIO Cooler,125.57,0%,986,40499.86,0.35,No Promo
2023-03-23,NZXT Kraken X63,Liquid AIO Cooler,131.73,2%,896,33988.88,0.33,No Promo
2023-03-23,EKWB EK-KIT P240,Custom Liquid Cooler,234.74,0%,642,58256.97,0.4,No Promo
2023-03-23,Thermaltake Pacific CL360,Custom Liquid Cooler,289.65,1%,1051,121558.32,0.42,No Promo
2023-03-24,Noctua NH-D15,Air Cooler,85.2,3%,1329,29518.44,0.3,No Promo
2023-03-24,Dark Rock Pro 4,Air Cooler,77.26,0%,1206,23724.11,0.28,No Promo
2023-03-24,Corsair H100i,Liquid AIO Cooler,124.17,1%,990,39278.39,0.35,No Promo
2023-03-24,NZXT Kraken X63,Liquid AIO Cooler,131.55,2%,911,34397.22,0.33,No Promo
2023-03-24,EKWB EK-KIT P240,Custom Liquid Cooler,229.85,1%,674,57866.32,0.4,No Promo
2023-03-24,Thermaltake Pacific CL360,Custom Liquid Cooler,280.59,3%,1077,114807.69,0.42,No Promo
2023-03-25,Noctua NH-D15,Air Cooler,85.77,2%,1334,30386.28,0.3,No Promo
2023-03-25,Dark Rock Pro 4,Air Cooler,75.2,3%,1220,21485.03,0.28,No Promo
2023-03-25,Corsair H100i,Liquid AIO Cooler,121.33,3%,1015,37392.7,0.35,No Promo
2023-03-25,NZXT Kraken X63,Liquid AIO Cooler,132.37,2%,906,34953.98,0.33,No Promo
2023-03-25,EKWB EK-KIT P240,Custom Liquid Cooler,228.05,2%,679,57074.64,0.4,No Promo
2023-03-25,Thermaltake Pacific CL360,Custom Liquid Cooler,290.54,0%,1050,122372.65,0.42,No Promo
2023-03-26,Noctua NH-D15,Air Cooler,85.23,3%,1337,29732.14,0.3,No Promo
2023-03-26,Dark Rock Pro 4,Air Cooler,77.21,0%,1169,22927.47,0.28,No Promo
2023-03-26,Corsair H100i,Liquid AIO Cooler,126.42,0%,982,41174.15,0.35,No Promo
2023-03-26,NZXT Kraken X63,Liquid AIO Cooler,131.8,2%,901,34240.81,0.33,No Promo
2023-03-26,EKWB EK-KIT P240,Custom Liquid Cooler,224.04,3%,670,53629.62,0.4,No Promo
2023-03-26,Thermaltake Pacific CL360,Custom Liquid Cooler,285.17,2%,1075,119515.63,0.42,No Promo
2023-03-27,Noctua NH-D15,Air Cooler,84.93,3%,1331,29199.91,0.3,No Promo
2023-03-27,Dark Rock Pro 4,Air Cooler,75.41,2%,1235,22007.88,0.28,No Promo
2023-03-27,Corsair H100i,Liquid AIO Cooler,125.0,0%,983,39819.01,0.35,No Promo
2023-03-27,NZXT Kraken X63,Liquid AIO Cooler,132.82,1%,899,35083.58,0.33,No Promo
2023-03-27,EKWB EK-KIT P240,Custom Liquid Cooler,227.21,3%,687,57166.54,0.4,No Promo
2023-03-27,Thermaltake Pacific CL360,Custom Liquid Cooler,283.6,2%,1058,115965.05,0.42,No Promo
2023-03-28,Noctua NH-D15,Air Cooler,87.23,0%,1262,30584.45,0.3,No Promo
2023-03-28,Dark Rock Pro 4,Air Cooler,77.54,0%,1181,23555.5,0.28,No Promo
2023-03-28,Corsair H100i,Liquid AIO Cooler,122.4,2%,1029,39009.88,0.35,No Promo
2023-03-28,NZXT Kraken X63,Liquid AIO Cooler,132.05,2%,904,34584.31,0.33,No Promo
2023-03-28,EKWB EK-KIT P240,Custom Liquid Cooler,227.92,1%,665,55809.81,0.4,No Promo
2023-03-28,Thermaltake Pacific CL360,Custom Liquid Cooler,291.12,0%,1031,120757.06,0.42,No Promo
2023-03-29,Noctua NH-D15,Air Cooler,84.41,3%,1309,28037.14,0.3,No Promo
2023-03-29,Dark Rock Pro 4,Air Cooler,76.95,1%,1174,22725.27,0.28,No Promo
2023-03-29,Corsair H100i,Liquid AIO Cooler,124.05,1%,989,39125.48,0.35,No Promo
2023-03-29,NZXT Kraken X63,Liquid AIO Cooler,131.7,3%,927,35142.68,0.33,No Promo
2023-03-29,EKWB EK-KIT P240,Custom Liquid Cooler,229.31,1%,656,55964.6,0.4,No Promo
2023-03-29,Thermaltake Pacific CL360,Custom Liquid Cooler,280.13,3%,1103,117067.44,0.42,No Promo
2023-03-30,Noctua NH-D15,Air Cooler,84.83,3%,1340,29261.59,0.3,No Promo
2023-03-30,Dark Rock Pro 4,Air Cooler,76.22,2%,1193,22222.94,0.28,No Promo
2023-03-30,Corsair H100i,Liquid AIO Cooler,124.61,0%,972,38992.68,0.35,No Promo
2023-03-30,NZXT Kraken X63,Liquid AIO Cooler,131.59,3%,915,34581.28,0.33,No Promo
2023-03-30,EKWB EK-KIT P240,Custom Liquid Cooler,229.44,2%,680,58101.54,0.4,No Promo
2023-03-30,Thermaltake Pacific CL360,Custom Liquid Cooler,289.06,1%,1072,123349.63,0.42,No Promo
2023-03-31,Noctua NH-D15,Air Cooler,85.22,3%,1339,29767.87,0.3,No Promo
2023-03-31,Dark Rock Pro 4,Air Cooler,74.42,3%,1222,20567.14,0.28,No Promo
2023-03-31,Corsair H100i,Liquid AIO Cooler,125.63,1%,988,40647.13,0.35,No Promo
2023-03-31,NZXT Kraken X63,Liquid AIO Cooler,133.75,2%,918,36681.53,0.33,No Promo
2023-03-31,EKWB EK-KIT P240,Custom Liquid Cooler,232.05,0%,656,57764.22,0.4,No Promo
2023-03-31,Thermaltake Pacific CL360,Custom Liquid Cooler,290.53,0%,1040,121198.21,0.42,No Promo
2023-04-01,Noctua NH-D15,Air Cooler,86.2,0%,1305,30290.78,0.3,No Promo
2023-04-01,Dark Rock Pro 4,Air Cooler,77.43,0%,1192,23648.04,0.28,No Promo
2023-04-01,Corsair H100i,Liquid AIO Cooler,122.16,3%,1014,38195.67,0.35,No Promo
2023-04-01,NZXT Kraken X63,Liquid AIO Cooler,132.24,3%,908,34912.72,0.33,No Promo
2023-04-01,EKWB EK-KIT P240,Custom Liquid Cooler,225.63,3%,672,54859.49,0.4,No Promo
2023-04-01,Thermaltake Pacific CL360,Custom Liquid Cooler,279.94,3%,1101,116645.92,0.42,No Promo
2023-04-02,Noctua NH-D15,Air Cooler,86.39,4%,1326,31024.95,0.3,Easter
2023-04-02,Dark Rock Pro 4,Air Cooler,76.79,4%,1235,23709.04,0.28,Easter
2023-04-02,Corsair H100i,Liquid AIO Cooler,123.49,5%,1034,40322.9,0.35,Easter
2023-04-02,NZXT Kraken X63,Liquid AIO Cooler,128.79,8%,969,33912.58,0.33,Easter
2023-04-02,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,671,59582.32,0.4,Easter
2023-04-02,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1094,127993.73,0.42,Easter
2023-04-03,Noctua NH-D15,Air Cooler,83.69,7%,1372,28397.24,0.3,Easter
2023-04-03,Dark Rock Pro 4,Air Cooler,75.99,5%,1255,23089.11,0.28,Easter
2023-04-03,Corsair H100i,Liquid AIO Cooler,124.79,4%,1048,42231.15,0.35,Easter
2023-04-03,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,971,35341.88,0.33,Easter
2023-04-03,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,672,59671.11,0.4,Easter
2023-04-03,Thermaltake Pacific CL360,Custom Liquid Cooler,287.99,4%,1094,124711.84,0.42,Easter
2023-04-04,Noctua NH-D15,Air Cooler,87.29,3%,1310,31829.46,0.3,Easter
2023-04-04,Dark Rock Pro 4,Air Cooler,73.59,8%,1324,21181.35,0.28,Easter
2023-04-04,Corsair H100i,Liquid AIO Cooler,124.79,4%,1019,41062.54,0.35,Easter
2023-04-04,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,957,34832.31,0.33,Easter
2023-04-04,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,683,59008.74,0.4,Easter
2023-04-04,Thermaltake Pacific CL360,Custom Liquid Cooler,275.99,8%,1135,115766.14,0.42,Easter
2023-04-05,Noctua NH-D15,Air Cooler,87.29,3%,1353,32874.25,0.3,Easter
2023-04-05,Dark Rock Pro 4,Air Cooler,75.99,5%,1256,23107.51,0.28,Easter
2023-04-05,Corsair H100i,Liquid AIO Cooler,124.79,4%,1054,42472.93,0.35,Easter
2023-04-05,NZXT Kraken X63,Liquid AIO Cooler,128.79,8%,996,34857.51,0.33,Easter
2023-04-05,EKWB EK-KIT P240,Custom Liquid Cooler,225.59,6%,695,56709.64,0.4,Easter
2023-04-05,Thermaltake Pacific CL360,Custom Liquid Cooler,275.99,8%,1131,115358.15,0.42,Easter
2023-04-06,Noctua NH-D15,Air Cooler,86.39,4%,1353,31656.68,0.3,Easter
2023-04-06,Dark Rock Pro 4,Air Cooler,75.19,6%,1272,22384.4,0.28,Easter
2023-04-06,Corsair H100i,Liquid AIO Cooler,123.49,5%,1068,41648.8,0.35,Easter
2023-04-06,NZXT Kraken X63,Liquid AIO Cooler,128.79,8%,972,34017.57,0.33,Easter
2023-04-06,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,678,60203.89,0.4,Easter
2023-04-06,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1127,121711.94,0.42,Easter
2023-04-07,Noctua NH-D15,Air Cooler,82.79,8%,1417,28053.48,0.3,Easter
2023-04-07,Dark Rock Pro 4,Air Cooler,75.99,5%,1232,22665.97,0.28,Easter
2023-04-07,Corsair H100i,Liquid AIO Cooler,123.49,5%,1062,41414.81,0.35,Easter
2023-04-07,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,940,38161.27,0.33,Easter
2023-04-07,EKWB EK-KIT P240,Custom Liquid Cooler,223.19,7%,709,56150.46,0.4,Easter
2023-04-07,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1104,122539.92,0.42,Easter
2023-04-08,Noctua NH-D15,Air Cooler,86.39,4%,1339,31329.12,0.3,Easter
2023-04-08,Dark Rock Pro 4,Air Cooler,74.39,7%,1271,21350.13,0.28,Easter
2023-04-08,Corsair H100i,Liquid AIO Cooler,120.89,7%,1074,39090.59,0.35,Easter
2023-04-08,NZXT Kraken X63,Liquid AIO Cooler,128.79,8%,975,34122.56,0.33,Easter
2023-04-08,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,672,58058.38,0.4,Easter
2023-04-08,Thermaltake Pacific CL360,Custom Liquid Cooler,275.99,8%,1127,114950.17,0.42,Easter
2023-04-09,Noctua NH-D15,Air Cooler,84.59,6%,1388,29977.47,0.3,Easter
2023-04-09,Dark Rock Pro 4,Air Cooler,76.79,4%,1265,24284.96,0.28,Easter
2023-04-09,Corsair H100i,Liquid AIO Cooler,119.59,8%,1070,37554.11,0.35,Easter
2023-04-09,NZXT Kraken X63,Liquid AIO Cooler,128.79,8%,979,34262.55,0.33,Easter
2023-04-09,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,700,58797.55,0.4,Easter
2023-04-09,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1089,127408.75,0.42,Easter
2023-04-10,Noctua NH-D15,Air Cooler,82.79,8%,1405,27815.91,0.3,Easter
2023-04-10,Dark Rock Pro 4,Air Cooler,77.59,3%,1225,24496.94,0.28,Easter
2023-04-10,Corsair H100i,Liquid AIO Cooler,122.19,6%,1085,40901.35,0.35,Easter
2023-04-10,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,943,38283.07,0.33,Easter
2023-04-10,EKWB EK-KIT P240,Custom Liquid Cooler,220.79,8%,707,54295.34,0.4,Easter
2023-04-10,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1117,120631.98,0.42,Easter
2023-04-11,Noctua NH-D15,Air Cooler,86.39,4%,1350,31586.49,0.3,Easter
2023-04-11,Dark Rock Pro 4,Air Cooler,77.59,3%,1246,24916.89,0.28,Easter
2023-04-11,Corsair H100i,Liquid AIO Cooler,120.89,7%,1069,38908.61,0.35,Easter
2023-04-11,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,927,37633.51,0.33,Easter
2023-04-11,EKWB EK-KIT P240,Custom Liquid Cooler,225.59,6%,692,56464.85,0.4,Easter
2023-04-11,Thermaltake Pacific CL360,Custom Liquid Cooler,287.99,4%,1107,126193.79,0.42,Easter
2023-04-12,Noctua NH-D15,Air Cooler,87.29,3%,1328,32266.81,0.3,Easter
2023-04-12,Dark Rock Pro 4,Air Cooler,75.99,5%,1268,23328.28,0.28,Easter
2023-04-12,Corsair H100i,Liquid AIO Cooler,126.09,3%,1023,42553.53,0.35,Easter
2023-04-12,NZXT Kraken X63,Liquid AIO Cooler,128.79,8%,994,34787.52,0.33,Easter
2023-04-12,EKWB EK-KIT P240,Custom Liquid Cooler,225.59,6%,714,58259.97,0.4,Easter
2023-04-12,Thermaltake Pacific CL360,Custom Liquid Cooler,287.99,4%,1098,125167.83,0.42,Easter
2023-04-13,Noctua NH-D15,Air Cooler,83.69,7%,1395,28873.29,0.3,Easter
2023-04-13,Dark Rock Pro 4,Air Cooler,74.39,7%,1261,21182.15,0.28,Easter
2023-04-13,Corsair H100i,Liquid AIO Cooler,120.89,7%,1070,38945.0,0.35,Easter
2023-04-13,NZXT Kraken X63,Liquid AIO Cooler,135.79,3%,920,38637.24,0.33,Easter
2023-04-13,EKWB EK-KIT P240,Custom Liquid Cooler,220.79,8%,710,54525.73,0.4,Easter
2023-04-13,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1128,121819.94,0.42,Easter
2023-04-14,Noctua NH-D15,Air Cooler,82.79,8%,1403,27776.31,0.3,Easter
2023-04-14,Dark Rock Pro 4,Air Cooler,76.79,4%,1229,23593.85,0.28,Easter
2023-04-14,Corsair H100i,Liquid AIO Cooler,124.79,4%,1050,42311.74,0.35,Easter
2023-04-14,NZXT Kraken X63,Liquid AIO Cooler,132.99,5%,941,36884.57,0.33,Easter
2023-04-14,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,695,60045.5,0.4,Easter
2023-04-14,Thermaltake Pacific CL360,Custom Liquid Cooler,287.99,4%,1115,127105.76,0.42,Easter
2023-04-15,Noctua NH-D15,Air Cooler,86.39,4%,1344,31446.11,0.3,Easter
2023-04-15,Dark Rock Pro 4,Air Cooler,77.59,3%,1250,24996.88,0.28,Easter
2023-04-15,Corsair H100i,Liquid AIO Cooler,126.09,3%,1028,42761.51,0.35,Easter
2023-04-15,NZXT Kraken X63,Liquid AIO Cooler,128.79,8%,982,34367.55,0.33,Easter
2023-04-15,EKWB EK-KIT P240,Custom Liquid Cooler,220.79,8%,719,55216.9,0.4,Easter
2023-04-15,Thermaltake Pacific CL360,Custom Liquid Cooler,278.99,7%,1156,121375.95,0.42,Easter
2023-04-16,Noctua NH-D15,Air Cooler,85.49,5%,1374,30911.57,0.3,Easter
2023-04-16,Dark Rock Pro 4,Air Cooler,73.59,8%,1319,21101.36,0.28,Easter
2023-04-16,Corsair H100i,Liquid AIO Cooler,124.79,4%,1022,41183.43,0.35,Easter
2023-04-16,NZXT Kraken X63,Liquid AIO Cooler,135.79,3%,909,38175.27,0.33,Easter
